station_uuid,latitude,longitude
005056ba-7cb6-1ed2-bceb-5704c31fcd16,54.47481,9.833493
005056ba-7cb6-1ed2-bceb-577013c04d16,51.370968,7.137623
005056ba-7cb6-1ed2-bceb-57ae133b0d16,51.165953,6.45476
005056ba-7cb6-1ed2-bceb-57e186e40d16,51.573735,7.464103
005056ba-7cb6-1ed2-bceb-5820525fcd16,52.134635,8.558953
005056ba-7cb6-1ed2-bceb-585a648a8d16,52.066839,8.768448
005056ba-7cb6-1ed2-bceb-5889ccab6d18,52.342809,10.178524
005056ba-7cb6-1ed2-bceb-58c81e68cd18,52.656543,13.446062
005056ba-7cb6-1ed2-bceb-59061d028d18,53.77351,13.266153
005056ba-7cb6-1ed2-bceb-593e56c00d18,51.789807,11.702649
005056ba-7cb6-1ed2-bceb-5976e66d8d18,52.008825,8.69856
005056ba-7cb6-1ed2-bceb-59ad86ad0d18,54.497267,9.538556
005056ba-7cb6-1ed2-bceb-59e44399cd18,53.40909,9.45553
005056ba-7cb6-1ed2-bceb-5a1f26b90d18,51.636068,8.503114
005056ba-7cb6-1ed2-bceb-5a5114dc8d18,52.31947,9.667659
005056ba-7cb6-1ed2-bceb-5a8d85348d18,51.147351,12.635186
005056ba-7cb6-1ed2-bceb-5ac50622cd18,51.262814,7.776453
005056ba-7cb6-1ed2-bceb-5afa5c688d18,52.257207,10.412235
005056ba-7cb6-1ed2-bceb-5b3749294d18,51.497975,7.359313
005056ba-7cb6-1ed2-bceb-5b7127880d18,51.89888,10.18478
005056ba-7cb6-1ed2-bceb-5ba7ebdf8d18,51.812756,12.219779
005056ba-7cb6-1ed2-bceb-5bd0f5970d18,52.347635,12.901985
005056ba-7cb6-1ed2-bceb-5c2395d64d18,51.989722,8.790706
005056ba-7cb6-1ed2-bceb-5c601f910d18,51.114459,11.555631
005056ba-7cb6-1ed2-bceb-5c9303368d18,52.23602,8.16532
005056ba-7cb6-1ed2-bceb-5ccdae6fcd18,52.159333,13.651289
005056ba-7cb6-1ed2-bceb-5d022a8d0d18,54.098968,10.792754
005056ba-7cb6-1ed2-bceb-5d427470cd1b,52.71805,13.100103
005056ba-7cb6-1ed2-bceb-5d7cfdd88d1b,54.257783,12.261082
005056ba-7cb6-1ed2-bceb-5db7af7c4d1b,51.12123,13.689989
005056ba-7cb6-1ed2-bceb-5df56c7ecd1b,54.10357,10.83182
005056ba-7cb6-1ed2-bceb-5e356f81cd1b,50.976974,11.081857
005056ba-7cb6-1ed2-bceb-5e76cf960d1b,54.29229,10.91084
005056ba-7cb6-1ed2-bceb-5ebc455a8d1b,52.216802,11.248236
005056ba-7cb6-1ed2-bceb-5ef282c10d1b,52.24281,13.63293
005056ba-7cb6-1ed2-bceb-5f2ac79f4d1b,53.675511,10.236577
005056ba-7cb6-1ed2-bceb-5fa30d83cd1b,53.82952,9.97833
005056ba-7cb6-1ed2-bceb-5fdcd1a00d1b,54.16229,9.85846
005056ba-7cb6-1ed2-bceb-60512dc8cd1b,52.352064,9.695375
005056ba-7cb6-1ed2-bceb-6090429ccd1b,50.660968,11.996528
005056ba-7cb6-1ed2-bceb-60c6fbe64d1b,53.88978,10.64216
005056ba-7cb6-1ed2-bceb-60fe71b8cd1b,53.223115,10.175142
005056ba-7cb6-1ed2-bceb-6139e99bcd1b,54.621839,9.241311
005056ba-7cb6-1ed2-bceb-6173b42b4d1b,51.4818,11.910873
005056ba-7cb6-1ed2-bceb-619811956d1d,51.360195,12.019128
005056ba-7cb6-1ed2-bceb-61e340e86d1d,52.158172,11.62637
005056ba-7cb6-1ed2-bceb-6209bf03ad1d,53.748323,10.566121
005056ba-7cb6-1ed2-bceb-624c2b586d1d,54.12927,10.57951
005056ba-7cb6-1ed2-bceb-62874dc34d1d,52.936519,12.407936
005056ba-7cb6-1ed2-bceb-62c21e1eed1d,54.48715,9.82259
005056ba-7cb6-1ed2-bceb-63004f2a4d1d,53.999406,9.263104
005056ba-7cb6-1ed2-bceb-633cd9440d1d,54.299381,10.886032
005056ba-7cb6-1ed2-bceb-6372ff254d1d,53.608876,10.241646
005056ba-7cb6-1ed2-bceb-63ab1f800d1d,51.947805,8.582413
005056ba-7cb6-1ed2-bceb-63e36c0b4d1d,54.239907,10.054633
005056ba-7cb6-1ed2-bceb-641db1c24d1d,52.534388,13.184014
005056ba-7cb6-1ed2-bceb-645ab9054d1d,53.639862,10.695561
005056ba-7cb6-1ed2-bceb-6490870f0d1d,50.444291,12.7278
005056ba-7cb6-1ed2-bceb-64cbe951cd1d,51.287331,12.58476
005056ba-7cb6-1ed2-bceb-650366684d1d,51.770861,6.187206
